Judet,01,02,03,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,35,36,37,38,39,41,42,43,45,46,47,49,50,51,52,53,55,56,58,59,60,61,62,63,64,65,66,68,69,70,71,72,73,74,75,77,78,79,80,81,82,84,85,86,87,88,90,91,92,93,94,95,96,97,98,99,total_angajati
gr,575.60,8.67,10.47,0.00,0.00,0.00,88.11,0.00,348.10,0.36,0.00,35.75,57.42,0.36,26.72,65.00,6.50,31.05,11.56,8.67,35.39,174.05,60.67,231.47,52.36,9.75,10.11,0.00,98.22,69.33,39.00,18.06,111.94,130.36,1.81,62.11,0.00,1383.38,232.91,326.08,257.10,452.46,1045.39,769.51,5.78,0.00,466.54,46.22,49.47,224.97,6.14,2.89,1.08,6.50,32.86,9.03,9.03,0.00,27.08,55.61,33.22,35.75,63.19,0.36,13.72,27.08,26.72,27.80,102.19,10.11,235.08,130.00,97.86,62.83,55.61,92.80,3.61,5.06,3.25,3.25,6.14,28.17,0.36,11.19,68.25,11.19,0.00,0.00,8943.78
hd,164.82,227.55,3.40,7.02,0.00,29.35,36.37,7.44,553.14,22.54,0.00,124.20,205.01,178.64,105.48,34.45,22.54,0.00,10.00,0.00,218.19,230.32,124.20,1211.77,87.19,382.58,34.88,113.99,241.16,254.99,186.08,29.14,23.82,276.04,1.70,201.61,5.95,697.33,141.00,368.55,299.22,733.91,1396.36,635.87,0.21,2.55,65.08,45.94,128.45,414.06,14.46,8.08,5.95,7.87,53.38,5.95,38.49,0.00,44.87,54.02,36.37,85.92,202.88,30.20,27.01,38.28,23.18,36.15,5.32,27.86,345.58,89.96,104.84,0.00,67.63,165.67,0.85,20.42,6.59,4.25,44.23,39.98,0.00,45.30,106.76,0.00,0.00,0.00,12072.36
hr,105.16,378.38,6.59,0.00,0.00,0.00,100.06,0.00,949.70,891.28,0.90,178.26,460.17,99.16,882.59,64.71,183.65,0.30,19.47,0.00,222.60,122.53,84.78,309.48,13.48,10.49,72.80,67.71,0.30,788.82,76.40,12.58,35.35,109.05,43.14,109.65,0.30,1153.12,224.39,480.54,409.24,1328.68,1661.83,606.67,0.00,0.00,93.47,43.44,281.91,472.45,69.80,8.09,8.09,7.49,97.07,14.08,11.08,0.00,28.46,65.31,57.52,64.11,164.18,5.99,34.75,46.14,29.06,16.48,27.56,11.68,163.58,88.98,160.58,0.00,80.29,116.84,0.30,0.00,11.08,1.20,11.38,56.02,0.00,21.27,69.80,0.00,0.00,0.00,14703.90
if,536.43,9.21,20.46,0.00,0.26,0.26,31.98,272.69,1977.39,712.17,257.34,138.90,301.85,221.27,67.02,247.11,290.60,0.00,195.18,388.06,1693.45,553.06,95.16,518.27,230.74,57.56,851.58,150.16,3.58,406.73,343.55,87.23,30.70,209.76,14.84,703.47,6.40,2859.16,746.19,1861.51,1944.39,6512.35,8044.38,1941.07,1.79,493.20,1403.62,896.86,117.42,1071.83,58.07,82.37,2.05,68.81,750.03,91.32,142.74,141.21,166.53,539.24,182.13,478.87,506.24,785.58,351.99,151.18,101.30,220.51,286.50,39.65,2180.50,536.17,338.69,236.11,228.95,554.33,103.86,50.39,40.42,103.86,237.65,106.67,0.00,161.67,380.39,0.00,0.00,0.00,49924.15
il,1218.96,48.99,11.91,0.00,0.00,0.00,4.42,0.00,571.55,29.94,0.00,18.71,382.05,30.28,42.19,6.46,10.55,0.00,53.07,0.00,138.46,40.14,0.00,115.33,80.97,26.54,6.12,0.00,0.34,117.03,5.44,8.16,1.70,74.51,3.06,132.34,0.00,520.85,310.27,193.92,227.94,699.12,1202.63,469.48,0.00,0.00,22.79,45.59,46.61,222.49,4.42,3.06,1.70,14.29,21.77,7.14,10.89,0.00,14.29,28.24,42.53,32.32,84.71,0.00,15.65,34.02,26.20,4.42,11.57,7.48,269.78,57.83,100.36,13.95,37.08,170.78,0.00,4.42,6.80,0.34,1.70,19.73,0.00,13.27,86.41,0.00,0.00,0.00,8288.09
is,372.07,19.00,23.78,0.00,0.11,0.00,12.16,0.00,466.10,7.17,0.00,119.65,253.73,37.89,47.23,46.79,65.69,0.00,62.86,188.05,55.37,141.03,89.46,149.61,38.65,31.92,142.34,262.31,50.59,80.89,130.18,42.78,33.11,147.33,2.93,141.58,1.30,1141.08,183.05,490.09,370.01,711.57,1030.77,745.99,0.22,0.98,41.04,73.94,87.83,498.88,46.58,12.38,2.61,32.25,1044.78,65.25,52.22,0.33,29.64,178.38,64.93,181.75,319.96,22.47,73.72,59.06,36.48,19.76,71.55,29.42,200.10,180.77,360.24,0.00,87.40,354.81,4.02,1.95,7.06,4.45,36.59,41.58,0.00,27.90,178.60,0.00,0.11,0.00,12468.19
mh,139.37,77.00,2.44,1.39,0.00,0.00,12.19,0.00,272.47,5.23,0.00,10.10,68.29,3.48,110.80,118.12,3.48,0.00,0.00,0.00,28.92,24.74,20.21,104.18,0.00,17.42,1.74,0.00,299.65,16.03,156.44,24.04,28.22,141.11,0.70,120.90,0.00,424.73,368.98,177.00,166.20,244.94,679.43,606.61,20.21,0.00,45.99,17.07,51.92,260.97,4.88,4.18,2.44,6.27,9.06,2.44,18.47,0.00,18.47,28.92,20.56,23.00,95.12,0.35,5.23,35.19,21.95,21.60,90.94,6.27,265.50,58.19,69.34,0.00,43.55,109.75,1.05,1.05,2.44,0.35,30.66,39.72,0.00,13.24,71.78,0.00,0.00,0.00,5994.67
mm,90.08,165.53,5.51,0.00,1.14,77.16,73.74,0.00,582.48,12.35,0.00,250.29,302.74,181.68,532.69,53.02,100.53,0.57,52.07,30.98,254.09,135.31,5.32,424.37,45.80,874.96,116.50,52.64,331.62,2290.59,49.60,58.15,4.37,119.92,1.14,104.90,0.00,1129.23,280.69,610.99,454.96,837.90,1091.80,1033.45,0.38,0.00,79.82,61.38,167.81,381.61,29.46,5.13,3.23,3.42,126.95,18.24,144.24,0.00,114.79,60.24,45.23,56.25,168.00,0.19,27.18,43.14,19.76,29.08,40.29,18.24,161.54,72.60,117.45,2.85,42.57,179.02,5.89,0.00,10.26,3.23,32.12,51.31,0.00,25.47,85.90,0.00,0.00,0.00,15255.12
ms,336.21,115.20,11.74,0.00,0.00,0.00,30.18,18.45,687.18,4.19,0.00,496.02,347.11,45.95,392.89,33.37,47.96,0.00,261.76,201.89,152.43,189.32,45.11,450.91,15.59,283.73,237.44,284.06,7.71,601.99,200.55,44.10,932.84,128.28,1.68,178.08,0.17,635.53,374.95,656.32,496.69,1155.53,1364.13,758.61,0.00,0.00,49.47,78.98,269.81,494.51,27.17,6.88,7.71,25.66,280.20,29.35,45.11,0.34,40.08,122.91,60.70,93.07,174.73,8.72,53.83,42.42,38.06,14.09,23.64,19.45,512.95,114.36,95.41,0.00,54.67,388.70,2.85,0.84,11.23,9.22,46.78,46.95,0.00,36.22,80.66,0.00,0.00,0.00,15633.55
nt,202.94,186.16,15.92,0.00,10.03,0.52,32.01,1.56,369.37,21.45,0.00,250.86,351.90,14.19,409.16,25.95,27.16,0.17,167.82,4.84,235.29,156.57,97.23,117.30,0.35,12.63,75.43,283.73,1.73,214.36,10.21,26.64,16.95,91.18,0.00,81.83,0.00,494.28,238.41,302.94,246.36,571.97,982.34,475.08,0.17,0.00,55.36,40.66,97.23,299.30,11.94,1.04,3.63,9.86,41.18,9.69,54.50,1.04,43.25,72.14,33.91,36.33,109.34,0.35,10.21,20.59,19.72,69.20,32.18,16.78,81.49,43.60,75.09,0.00,43.43,164.70,8.13,4.84,8.13,2.08,51.21,17.82,0.17,17.13,56.57,0.00,0.00,0.00,8488.82
ot,539.82,20.65,1.55,0.00,0.00,0.00,50.19,0.00,344.63,21.32,0.00,76.61,528.94,1.11,48.85,11.10,7.99,3.77,43.75,0.00,954.18,45.30,1096.74,372.61,0.00,280.24,11.77,130.35,9.10,46.19,8.66,17.32,1.78,122.80,1.33,153.22,0.00,886.01,152.55,254.70,151.00,436.79,1073.43,412.58,0.89,0.00,17.32,25.76,26.42,225.17,7.55,1.33,1.55,6.00,43.08,14.66,44.63,0.00,40.64,23.76,26.65,20.87,120.58,1.11,19.99,24.43,40.64,20.87,8.88,9.33,167.21,55.29,110.58,5.77,45.30,154.55,1.11,0.89,1.11,2.66,27.98,29.76,0.00,8.44,74.39,0.00,0.00,0.00,9776.10
ph,357.80,57.82,7.29,0.99,22.61,0.00,38.92,199.66,783.18,240.80,112.43,56.71,438.11,9.39,119.35,81.17,50.41,60.29,171.24,64.86,198.05,370.28,21.50,676.56,68.45,192.74,662.84,1116.51,16.56,270.08,77.96,107.12,55.23,189.52,8.40,139.49,1.61,1054.00,338.03,728.57,331.36,1822.72,2524.11,1193.24,0.12,0.00,78.58,68.69,178.78,334.45,12.85,10.50,45.96,11.86,97.85,32.74,26.32,0.25,45.84,127.50,49.91,88.34,491.23,3.46,43.24,52.14,17.30,33.61,59.30,34.47,273.29,247.84,106.62,13.47,80.43,307.14,12.23,7.66,11.37,5.44,13.22,46.95,10.75,88.34,117.99,0.00,0.00,0.00,18325.93
sb,199.13,136.27,1.08,0.00,1149.59,0.00,34.23,66.31,799.33,17.65,0.00,253.38,235.95,779.96,175.24,124.43,55.97,0.00,83.74,32.29,384.92,169.42,2.15,618.50,816.55,1156.05,546.59,2814.35,18.94,180.83,87.83,43.27,27.99,207.96,6.67,109.79,0.00,1016.12,273.84,692.55,376.09,1047.55,1144.42,2399.07,0.00,0.22,72.76,130.03,198.70,582.55,38.75,9.47,2.80,66.52,672.75,45.64,33.58,5.60,53.39,185.36,90.20,113.24,327.01,2.15,63.08,92.79,27.13,31.43,152.20,31.00,460.70,193.75,295.15,9.47,82.24,310.43,6.03,17.44,9.04,5.38,108.07,158.66,5.60,28.85,87.40,0.43,0.00,0.00,23093.00
sj,428.74,32.70,13.32,0.00,0.00,0.40,97.29,0.00,414.61,16.15,0.00,188.53,490.91,9.69,77.92,22.20,87.20,0.00,77.51,0.00,243.44,96.49,677.43,377.87,203.47,35.12,39.56,27.05,22.20,727.89,68.23,35.12,2.02,0.00,7.27,62.17,0.00,890.59,458.62,580.13,386.35,803.79,993.53,976.17,0.00,0.00,58.54,57.73,69.44,245.05,5.25,12.92,0.00,10.50,83.97,9.69,6.86,0.00,18.57,98.51,47.23,71.46,138.47,0.81,19.38,30.68,48.04,36.74,43.60,4.44,192.57,124.75,121.52,0.40,43.20,214.77,0.00,0.00,8.48,4.84,2.83,42.39,0.40,41.18,49.66,0.00,0.00,0.00,11636.56
sm,443.29,58.32,17.91,0.00,0.00,0.00,26.35,0.00,1405.08,128.15,0.00,46.04,476.80,238.66,99.25,11.51,39.39,0.00,7.93,1.28,394.18,105.90,9.72,634.37,2.05,965.62,113.32,594.98,1.53,781.45,95.92,18.67,13.05,110.76,2.56,179.31,1.53,1378.99,299.54,461.71,638.21,957.69,1169.49,727.99,0.26,0.00,110.76,44.76,80.32,321.79,12.02,8.95,2.56,3.33,66.76,21.49,11.51,0.26,39.65,65.99,40.93,51.41,179.31,3.84,14.58,29.42,21.74,19.18,9.98,18.67,141.45,76.48,115.36,2.05,34.79,134.80,6.91,4.09,15.09,2.81,54.48,71.88,2.05,21.49,39.39,0.00,0.00,0.00,14561.10
sv,95.59,209.17,5.37,0.00,0.00,4.43,79.08,0.00,729.67,74.24,0.00,80.55,125.53,150.63,522.92,108.07,28.33,5.24,13.29,0.00,101.76,116.94,0.13,115.59,6.71,22.15,15.84,52.63,4.70,150.50,44.30,9.67,49.94,110.49,0.40,81.49,0.00,780.56,239.51,349.06,331.34,737.73,1136.46,1195.13,0.13,0.00,39.87,22.15,209.30,472.31,21.08,4.43,7.12,11.95,39.74,7.25,11.81,0.00,23.63,38.53,46.18,32.36,105.93,34.37,26.99,47.79,30.07,15.17,39.34,11.01,118.95,41.08,63.50,0.00,53.16,189.43,0.40,1.21,6.58,2.55,39.47,21.88,0.00,14.23,100.83,0.00,0.00,0.00,9836.96
tl,873.19,90.84,85.11,0.00,0.00,0.00,91.25,3.68,531.93,32.73,0.00,16.37,622.36,0.41,20.46,2.46,16.37,5.73,4.50,0.00,45.83,113.34,332.66,477.10,93.29,0.00,17.19,0.00,317.93,92.88,9.82,50.33,83.06,178.40,2.46,233.64,0.00,631.77,126.44,298.70,229.14,607.63,1543.83,460.33,189.86,0.00,107.20,43.37,352.71,367.85,3.68,3.27,1.64,9.00,50.74,5.73,28.23,0.00,14.73,51.56,43.78,32.73,148.94,43.37,9.00,30.28,33.55,18.82,13.50,27.41,75.70,181.27,53.19,0.00,66.29,190.27,3.27,5.32,0.82,1.23,24.14,47.46,0.00,23.73,151.81,0.00,0.00,0.00,10798.63
tm,500.92,33.90,5.52,0.40,0.00,0.00,86.63,8.61,991.09,27.71,0.00,250.87,288.39,329.82,218.58,80.30,40.62,0.00,281.27,38.87,729.46,199.75,21.52,458.55,1343.91,609.74,257.86,2805.92,127.38,243.74,129.80,107.61,122.27,149.98,3.36,175.94,0.94,1095.47,361.43,863.03,415.37,1257.02,3582.46,1395.97,0.40,33.90,278.31,107.48,192.76,607.32,89.05,7.80,3.90,353.63,1175.50,227.06,16.81,0.13,65.78,247.37,116.49,156.03,424.25,46.68,88.24,103.98,46.00,54.61,291.62,25.42,333.19,284.09,337.49,1.75,103.04,493.66,19.37,12.11,16.41,3.90,56.36,88.91,0.00,25.02,198.54,0.00,0.00,0.00,26376.36
tr,954.14,1.80,12.57,0.00,0.00,0.00,0.77,57.23,212.49,6.67,14.37,35.67,517.36,0.51,45.42,4.88,17.96,0.00,85.97,0.77,133.96,11.29,1.28,105.22,0.26,111.63,12.06,0.51,0.00,53.12,10.27,14.11,4.88,134.99,1.03,19.50,0.00,372.11,136.53,214.03,190.67,350.04,1045.50,339.77,12.83,0.00,33.10,12.83,20.53,182.72,3.85,3.34,8.47,13.86,23.10,5.90,4.36,0.00,7.19,71.86,23.87,25.15,62.62,0.00,5.13,16.42,36.18,5.65,3.85,4.88,227.89,221.21,76.73,22.84,45.94,198.37,0.77,2.31,3.08,4.88,18.22,13.60,0.77,11.29,44.65,0.00,0.00,0.00,6711.58
vl,472.09,145.05,1.49,0.00,0.00,0.00,52.81,0.00,1293.79,12.65,0.00,245.96,90.25,140.34,214.47,80.34,65.95,0.00,112.57,0.25,188.44,113.06,4.71,370.68,2.23,0.74,59.01,87.77,3.22,147.28,33.47,46.61,305.97,189.93,0.00,45.13,0.00,963.77,198.85,414.82,330.02,671.19,1405.62,1222.88,0.74,0.00,83.56,69.67,360.02,540.53,9.67,4.71,6.45,29.01,58.27,15.87,54.05,0.25,58.27,53.06,39.18,43.89,167.12,62.73,22.32,39.92,43.89,10.66,23.06,11.16,151.99,112.07,213.73,0.74,52.32,231.09,3.72,2.98,14.38,10.66,0.74,49.34,1.49,22.81,119.51,0.00,0.00,0.00,12529.04
vn,549.05,222.17,28.60,0.00,0.00,0.26,18.90,0.00,348.07,216.04,0.00,49.03,1359.85,0.51,192.55,314.36,15.07,0.00,3.32,0.00,185.40,65.12,0.51,287.04,10.98,21.20,33.20,4.34,4.34,140.97,17.37,27.84,52.86,114.15,0.51,199.70,0.00,614.17,117.22,234.94,281.93,596.04,1252.34,398.38,0.00,0.26,24.52,68.44,55.93,258.44,12.26,0.51,3.83,7.66,33.96,7.15,27.84,0.26,20.69,78.65,16.85,39.33,100.62,0.26,33.71,36.52,31.92,7.92,2.81,10.73,103.68,206.60,67.67,1.02,48.27,127.43,2.55,3.83,4.34,3.58,32.94,13.02,1.02,8.43,69.46,0.00,0.00,0.00,9553.20
vs,442.99,16.00,8.52,0.00,0.00,0.00,14.75,0.21,416.40,4.57,0.00,9.35,388.35,238.74,29.09,6.44,8.93,0.00,9.77,0.00,22.23,14.34,0.00,23.06,27.22,0.00,241.86,1.04,0.62,110.96,6.03,17.04,28.05,125.29,1.25,117.40,0.00,490.78,197.39,169.14,167.89,386.89,976.58,375.88,0.42,0.00,18.28,16.62,22.65,232.51,4.57,2.29,1.66,14.13,27.64,3.95,18.28,0.00,12.47,22.23,13.51,38.44,58.18,0.00,8.73,20.99,221.29,4.99,6.23,3.74,96.20,30.54,42.18,0.62,34.08,123.84,0.00,0.83,2.49,1.45,43.22,20.78,0.62,13.71,67.11,0.00,0.00,0.00,6346.52
